3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,First Lien Mortgages,3/31/2015,0,0.00,458.00,0.00,0.00,2481.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,First Lien Mortgages,6/30/2015, 1 ,0.00,458.00,0.00,0.00,2319.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,First Lien Mortgages,9/30/2015, 2 ,0.00,458.00,0.00,0.00,2204.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,First Lien Mortgages,12/31/2015, 3 ,0.00,458.00,0.00,0.00,2118.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,First Lien Mortgages,3/31/2016, 4 ,0.00,458.00,0.00,0.00,2032.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,First Lien Mortgages,6/30/2016, 5 ,0.00,458.00,0.00,0.00,1947.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,First Lien Mortgages,9/30/2016, 6 ,0.00,458.00,0.00,0.00,1867.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,First Lien Mortgages,12/31/2016, 7 ,0.00,458.00,0.00,0.00,1800.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,First Lien Mortgages,3/31/2017, 8 ,0.00,458.00,0.00,0.00,1731.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,First Lien Mortgages,6/30/2017, 9 ,0.00,458.00,0.00,0.00,1667.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,First Lien Mortgages,9/30/2017, 10 ,0.00,458.00,0.00,0.00,1574.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,First Lien Mortgages,12/31/2017, 11 ,0.00,458.00,0.00,0.00,1482.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,First Lien Mortgages,3/31/2018, 12 ,0.00,458.00,0.00,0.00,1393.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,First Lien Mortgages,6/30/2018, 13 ,0.00,458.00,0.00,0.00,1312.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,First Lien Mortgages,9/30/2018, 14 ,0.00,458.00,0.00,0.00,1243.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,First Lien Mortgages,12/31/2018, 15 ,0.00,458.00,0.00,0.00,1178.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,First Lien Mortgages,3/31/2019, 16 ,0.00,458.00,0.00,0.00,1117.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,First Lien Mortgages,6/30/2019, 17 ,0.00,458.00,0.00,0.00,1059.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,First Lien Mortgages,9/30/2019, 18 ,0.00,458.00,0.00,0.00,1004.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,First Lien Mortgages,12/31/2019, 19 ,0.00,458.00,0.00,0.00,951.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,First Lien Mortgages,3/31/2020, 20 ,0.00,458.00,0.00,0.00,900.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,First Lien Mortgages,6/30/2020, 21 ,0.00,458.00,0.00,0.00,852.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,First Lien Mortgages,9/30/2020, 22 ,0.00,458.00,0.00,0.00,806.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,First Lien Mortgages,12/31/2020, 23 ,0.00,458.00,0.00,0.00,761.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,First Lien HELOAN,3/31/2015,0,0.00,5.00,0.00,0.00,42.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,First Lien HELOAN,6/30/2015, 1 ,0.00,5.00,0.00,0.00,35.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,First Lien HELOAN,9/30/2015, 2 ,0.00,5.00,0.00,0.00,32.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,First Lien HELOAN,12/31/2015, 3 ,0.00,5.00,0.00,0.00,30.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,First Lien HELOAN,3/31/2016, 4 ,0.00,5.00,0.00,0.00,28.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,First Lien HELOAN,6/30/2016, 5 ,0.00,5.00,0.00,0.00,26.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,First Lien HELOAN,9/30/2016, 6 ,0.00,5.00,0.00,0.00,24.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,First Lien HELOAN,12/31/2016, 7 ,0.00,5.00,0.00,0.00,23.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,First Lien HELOAN,3/31/2017, 8 ,0.00,5.00,0.00,0.00,22.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,First Lien HELOAN,6/30/2017, 9 ,0.00,5.00,0.00,0.00,20.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,First Lien HELOAN,9/30/2017, 10 ,0.00,5.00,0.00,0.00,19.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,First Lien HELOAN,12/31/2017, 11 ,0.00,5.00,0.00,0.00,18.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,First Lien HELOAN,3/31/2018, 12 ,0.00,5.00,0.00,0.00,16.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,First Lien HELOAN,6/30/2018, 13 ,0.00,5.00,0.00,0.00,15.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,First Lien HELOAN,9/30/2018, 14 ,0.00,5.00,0.00,0.00,14.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,First Lien HELOAN,12/31/2018, 15 ,0.00,5.00,0.00,0.00,13.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,First Lien HELOAN,3/31/2019, 16 ,0.00,5.00,0.00,0.00,12.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,First Lien HELOAN,6/30/2019, 17 ,0.00,5.00,0.00,0.00,11.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,First Lien HELOAN,9/30/2019, 18 ,0.00,5.00,0.00,0.00,10.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,First Lien HELOAN,12/31/2019, 19 ,0.00,5.00,0.00,0.00,9.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,First Lien HELOAN,3/31/2020, 20 ,0.00,5.00,0.00,0.00,8.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,First Lien HELOAN,6/30/2020, 21 ,0.00,5.00,0.00,0.00,8.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,First Lien HELOAN,9/30/2020, 22 ,0.00,5.00,0.00,0.00,7.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,First Lien HELOAN,12/31/2020, 23 ,0.00,5.00,0.00,0.00,6.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,Closed-End Junior Liens,3/31/2015,0,0.00,89.00,0.00,0.00,850.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,Closed-End Junior Liens,6/30/2015, 1 ,0.00,89.00,0.00,0.00,791.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,Closed-End Junior Liens,9/30/2015, 2 ,0.00,89.00,0.00,0.00,739.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,Closed-End Junior Liens,12/31/2015, 3 ,0.00,89.00,0.00,0.00,692.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,Closed-End Junior Liens,3/31/2016, 4 ,0.00,89.00,0.00,0.00,648.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,Closed-End Junior Liens,6/30/2016, 5 ,0.00,89.00,0.00,0.00,606.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,Closed-End Junior Liens,9/30/2016, 6 ,0.00,89.00,0.00,0.00,569.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,Closed-End Junior Liens,12/31/2016, 7 ,0.00,89.00,0.00,0.00,536.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,Closed-End Junior Liens,3/31/2017, 8 ,0.00,89.00,0.00,0.00,505.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,Closed-End Junior Liens,6/30/2017, 9 ,0.00,89.00,0.00,0.00,476.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,Closed-End Junior Liens,9/30/2017, 10 ,0.00,89.00,0.00,0.00,439.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,Closed-End Junior Liens,12/31/2017, 11 ,0.00,89.00,0.00,0.00,405.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,Closed-End Junior Liens,3/31/2018, 12 ,0.00,89.00,0.00,0.00,372.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,Closed-End Junior Liens,6/30/2018, 13 ,0.00,89.00,0.00,0.00,342.00
3/31/2015,Mid-Cycle 2015,Base,Consumer SOP,Resi Real Estate,Closed-End Junior Liens,9/30/2018, 14 ,0.00,89.00,0.00,0.00,312.00
